episode,agent_type,step,hour,action,soc,soc_after,pv_kw,load_kw,diesel_on,diesel_kw,battery_kw,unmet_load_kw,curtailed_kw,health,reward,rew_unmet_load,rew_fuel,rew_battery_stress,rew_diesel_solar
6,drl,15,15,1,0.4073,0.3166,6.031,15.101,0,0.0,9.07,0.0,0.0,0.99955,-0.0417,-0.0,-0.0,-0.0417,0.0
6,drl,16,16,0,0.3166,0.445,4.954,18.749,1,27.749,-13.954,0.0,0.0,0.9995,-5.6949,-0.0,-5.6949,-0.0,0.0
6,drl,17,17,3,0.445,0.2509,3.442,22.838,0,0.0,19.396,0.0,0.0,0.99943,-0.0745,-0.0,-0.0,-0.0745,0.0
6,drl,18,18,2,0.2509,0.2669,1.735,27.201,1,27.201,-1.735,0.0,0.0,0.99942,-5.6627,-0.0,-5.5962,-0.0665,0.0
6,drl,19,19,2,0.2669,0.2407,1.062,33.685,1,30.0,2.624,0.0,0.0,0.99941,-6.1797,-0.0,-6.1,-0.0797,0.0
6,drl,20,20,0,0.2407,0.2,0.412,43.408,1,30.0,12.996,0.0,0.0,0.99939,-6.2,-0.0,-6.1,-0.1,0.0
6,drl,21,21,2,0.2,0.2,0.194,33.073,1,30.0,2.878,0.0,0.0,0.99939,-6.2,-0.0,-6.1,-0.1,0.0
6,drl,22,22,2,0.2,0.2,0.085,35.832,1,30.0,5.747,0.0,0.0,0.99939,-6.2,-0.0,-6.1,-0.1,0.0
6,drl,23,23,2,0.2,0.2003,0.027,26.433,1,26.433,-0.027,0.0,0.0,0.99939,-5.5579,-0.0,-5.458,-0.0999,0.0
7,drl,0,0,3,0.7,0.6171,0.001,8.287,0,0.0,8.286,0.0,0.0,0.99997,0.0,-0.0,-0.0,-0.0,0.0
7,drl,1,1,3,0.6171,0.5457,0.002,7.145,0,0.0,7.143,0.0,0.0,0.99994,0.0,-0.0,-0.0,-0.0,0.0
7,drl,2,2,3,0.5457,0.4753,0.008,7.048,0,0.0,7.04,0.0,0.0,0.99991,0.0,-0.0,-0.0,-0.0,0.0
7,drl,3,3,1,0.4753,0.3827,0.028,9.287,0,0.0,9.259,0.0,0.0,0.99987,-0.0086,-0.0,-0.0,-0.0086,0.0
7,drl,4,4,1,0.3827,0.3094,0.074,7.404,0,0.0,7.33,0.0,0.0,0.99984,-0.0453,-0.0,-0.0,-0.0453,0.0
7,drl,5,5,0,0.3094,0.3942,0.221,8.343,1,17.343,-9.221,0.0,0.0,0.99981,-3.8246,-0.0,-3.8217,-0.0029,0.0
7,drl,6,6,0,0.3942,0.4815,0.481,7.107,1,16.107,-9.481,0.0,0.0,0.99977,-3.5993,-0.0,-3.5993,-0.0,0.0
